Task Id,ROUGE-L Precision,ROUGE-L Recall,ROUGE-L F1-score
HumanEval/149,0.12345679012345678,0.2222222222222222,0.15873015873015872
HumanEval/150,0.6666666666666666,0.1935483870967742,0.30000000000000004
HumanEval/151,0.2962962962962963,0.34782608695652173,0.31999999999999995
HumanEval/152,0.3333333333333333,0.4166666666666667,0.3703703703703704
HumanEval/153,0.20833333333333334,0.2222222222222222,0.2150537634408602
HumanEval/154,0.2608695652173913,0.6666666666666666,0.37500000000000006
HumanEval/155,0.41935483870967744,0.5416666666666666,0.4727272727272728
HumanEval/156,0.11842105263157894,0.16363636363636364,0.13740458015267176
HumanEval/157,0.19318181818181818,0.8095238095238095,0.3119266055045872
HumanEval/158,0.41379310344827586,0.3157894736842105,0.3582089552238805
HumanEval/159,0.38461538461538464,0.38461538461538464,0.38461538461538464
HumanEval/160,0.06875,0.55,0.12222222222222223
HumanEval/161,0.22727272727272727,0.35714285714285715,0.2777777777777778
HumanEval/162,0.6,0.5,0.5454545454545454
HumanEval/163,0.12244897959183673,0.5454545454545454,0.2
