Task Id,CodeBERTScore Precision,CodeBERTScore Recall,CodeBERTScore F1-score,CodeBERTScore F3-score
HumanEval/34,0.9689116477966309,0.9905931353569031,0.9796323776245117,0.9883813261985779
HumanEval/35,0.6575669646263123,0.7704678177833557,0.7095543742179871,0.7574625611305237
HumanEval/36,0.9370051026344299,0.8915751576423645,0.9137257933616638,0.8959189653396606
HumanEval/37,0.7359335422515869,0.83206707239151,0.781053364276886,0.8213381171226501
HumanEval/38,0.9679448008537292,0.9856114983558655,0.9766982793807983,0.9838158488273621
HumanEval/39,0.7778497338294983,0.7458789944648743,0.7615289688110352,0.7489573359489441
HumanEval/40,0.8571585416793823,0.9091414213180542,0.8823850750923157,0.9036611318588257
HumanEval/41,0.6164734363555908,0.7175846099853516,0.6631972789764404,0.7060050368309021
HumanEval/42,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896
HumanEval/43,0.7895717024803162,0.7819476127624512,0.7857410907745361,0.7827033996582031
HumanEval/44,0.9057639241218567,0.9524859189987183,0.9285375475883484,0.947597861289978
HumanEval/45,0.9272425770759583,0.9272425770759583,0.9272425770759583,0.9272425770759583
HumanEval/46,0.9985456466674805,0.9929147958755493,0.9957222938537598,0.9934749603271484
HumanEval/47,0.8474125862121582,0.8649569749832153,0.8560948967933655,0.8631699085235596
HumanEval/48,0.7747102975845337,0.9009585976600647,0.8330785036087036,0.8865118026733398
HumanEval/49,0.872704029083252,0.9056386947631836,0.8888664245605469,0.9022337198257446
HumanEval/50,0.0,0.0,0.0,0.0
HumanEval/51,0.8023305535316467,0.8527582883834839,0.8267761468887329,0.8474320769309998
HumanEval/52,0.7777029275894165,0.8106520175933838,0.7938356995582581,0.8072319626808167
HumanEval/53,1.0,1.0,1.0,1.0
HumanEval/54,0.9134743809700012,0.9454858303070068,0.929204523563385,0.9421839714050293
HumanEval/55,0.9455510973930359,0.9418458938598633,0.9436948299407959,0.9422150254249573
HumanEval/56,0.8402010798454285,0.8849337697029114,0.8619874119758606,0.8802473545074463
HumanEval/57,0.9373324513435364,0.9373324513435364,0.9373324513435364,0.9373324513435364
HumanEval/58,0.8595619201660156,0.9102783203125,0.884193480014801,0.9049389362335205
HumanEval/59,0.7429729700088501,0.7574622631072998,0.7501477003097534,0.7559880018234253
HumanEval/60,0.7377580404281616,0.7875564694404602,0.7618443369865417,0.7822760939598083
HumanEval/61,0.8628014326095581,0.8758217692375183,0.8692628741264343,0.8745020627975464
HumanEval/62,0.8332257270812988,0.91818767786026,0.8736459612846375,0.9089196920394897
HumanEval/63,0.9610009789466858,0.9581499695777893,0.9595733284950256,0.9584344029426575
HumanEval/64,0.7961716651916504,0.824589729309082,0.8101316094398499,0.8216569423675537
HumanEval/65,0.9169968366622925,0.9037761688232422,0.9103385210037231,0.9050810933113098
HumanEval/66,0.805182695388794,0.8411117196083069,0.8227551579475403,0.8373751044273376
HumanEval/67,0.8703800439834595,0.7781164050102234,0.8216663599014282,0.7864530682563782
HumanEval/68,0.7983428835868835,0.8254649639129639,0.8116773962974548,0.8226701617240906
HumanEval/69,0.6752459406852722,0.7589666247367859,0.7146627306938171,0.7496718168258667
HumanEval/70,0.6947217583656311,0.7540093064308167,0.7231523990631104,0.7476290464401245
HumanEval/71,0.6957226991653442,0.8142517805099487,0.750335156917572,0.8006118535995483
HumanEval/72,0.5140604972839355,0.7501420974731445,0.6100579500198364,0.7172045707702637
HumanEval/73,0.8780336380004883,0.8240748047828674,0.8501989841461182,0.8291704058647156
HumanEval/74,0.6103566884994507,0.735287070274353,0.6670225858688354,0.7205387949943542
HumanEval/75,0.8009161353111267,0.8317325115203857,0.8160334825515747,0.8285444974899292
HumanEval/76,0.8856061697006226,0.8861350417137146,0.8858705759048462,0.8860821723937988
HumanEval/77,0.6069654226303101,0.7391107678413391,0.6665516495704651,0.7233620882034302
HumanEval/78,0.6910322308540344,0.7198994755744934,0.7051705718040466,0.7169045805931091
HumanEval/79,0.7217786908149719,0.823894202709198,0.769463300704956,0.8124005198478699
HumanEval/80,0.9791603088378906,0.9791603088378906,0.9791603088378906,0.9791603088378906
HumanEval/81,0.8612886667251587,0.8863180875778198,0.8736240863800049,0.8837499022483826
HumanEval/82,0.840239405632019,0.8247410655021667,0.8324181437492371,0.8262650966644287
HumanEval/83,0.7554317712783813,0.875473141670227,0.8110346794128418,0.8617790937423706
HumanEval/84,0.6763486862182617,0.7675809264183044,0.7190825939178467,0.7573648691177368
HumanEval/85,0.788752019405365,0.9446361660957336,0.8596847653388977,0.9263287782669067
HumanEval/86,0.8311786651611328,0.8197482228279114,0.8254238963127136,0.8208771347999573
HumanEval/87,0.8155587911605835,0.8218608498573303,0.8186976909637451,0.8212262988090515
HumanEval/88,0.8340343832969666,0.8974884748458862,0.8645987510681152,0.890711784362793
HumanEval/89,0.7747699022293091,0.7366698980331421,0.7552396655082703,0.7403104305267334
HumanEval/90,0.8403522968292236,0.8409779667854309,0.8406651020050049,0.8409153819084167
HumanEval/91,0.6692910194396973,0.7935611009597778,0.7261477112770081,0.7790952920913696
HumanEval/92,0.656222939491272,0.7695043087005615,0.7083632349967957,0.7564460635185242
HumanEval/93,0.7861132025718689,0.7934004068374634,0.7897400259971619,0.7926656007766724
HumanEval/94,0.7468104958534241,0.8227263689041138,0.782932460308075,0.814447283744812
HumanEval/95,0.8819766044616699,0.8877163529396057,0.8848371505737305,0.8871389627456665
HumanEval/96,0.8111474514007568,0.8571217060089111,0.8335010409355164,0.8522911667823792
HumanEval/97,0.8182024955749512,0.7806699275970459,0.7989956736564636,0.7842675447463989
HumanEval/98,0.8979988694190979,0.9444592595100403,0.9206433296203613,0.939598023891449
HumanEval/99,0.6569575071334839,0.7792913317680359,0.7129144668579102,0.7650452852249146
HumanEval/100,0.7862347364425659,0.8761481046676636,0.8287598490715027,0.8662418127059937
HumanEval/101,0.720547616481781,0.7362198829650879,0.7282993793487549,0.734622061252594
HumanEval/102,0.7270252704620361,0.843776285648346,0.7810619473457336,0.8304404616355896
HumanEval/103,0.8065414428710938,0.8763473033905029,0.8399965763092041,0.8688276410102844
HumanEval/104,0.7964553833007812,0.8247627019882202,0.810361921787262,0.8218417167663574
HumanEval/105,0.7571344375610352,0.7015446424484253,0.7282803058624268,0.7067335247993469
HumanEval/106,0.816789448261261,0.8186770677566528,0.8177321553230286,0.818487823009491
HumanEval/107,0.8953742980957031,0.9357583522796631,0.9151210188865662,0.931556761264801
HumanEval/108,0.7322365045547485,0.7418147921562195,0.7369945645332336,0.7408456802368164
HumanEval/109,0.8204808831214905,0.8942391872406006,0.8557737469673157,0.8862719535827637
HumanEval/110,0.8327091336250305,0.8098470568656921,0.8211190104484558,0.8120765686035156
HumanEval/111,0.8664555549621582,0.8469809293746948,0.8566075563430786,0.8488889336585999
HumanEval/112,0.8515333533287048,0.8570107221603394,0.8542633056640625,0.8564597964286804
HumanEval/113,0.7728684544563293,0.8110147714614868,0.7914822697639465,0.807031512260437
HumanEval/114,0.7549530267715454,0.8257548809051514,0.7887683510780334,0.8180826306343079
HumanEval/115,0.8911556601524353,0.9251363277435303,0.9078280925750732,0.9216220378875732
HumanEval/116,0.7855634093284607,0.7466086149215698,0.7655908465385437,0.7503293752670288
HumanEval/117,0.8081014752388,0.8296101689338684,0.8187145590782166,0.8274078965187073
HumanEval/118,0.8981280326843262,0.8604962825775146,0.8789095282554626,0.8641168475151062
HumanEval/119,0.683509349822998,0.7464806437492371,0.71360844373703,0.7396661639213562
HumanEval/120,0.872983992099762,0.8400130271911621,0.8561812043190002,0.8431976437568665
HumanEval/121,0.7518348097801208,0.8710366487503052,0.8070580363273621,0.8574420809745789
HumanEval/122,0.7176291942596436,0.7224428057670593,0.7200279235839844,0.721958577632904
HumanEval/123,0.8160584568977356,0.8468532562255859,0.8311707377433777,0.843669593334198
HumanEval/124,0.8199403882026672,0.8108382225036621,0.8153639435768127,0.8117392659187317
HumanEval/125,0.7084202766418457,0.770382285118103,0.7381031513214111,0.7637025713920593
HumanEval/126,0.6025092601776123,0.7167559862136841,0.6546858549118042,0.7034178376197815
HumanEval/127,0.7873958945274353,0.8060964345932007,0.7966365218162537,0.8041865229606628
HumanEval/128,0.7770636677742004,0.8319204449653625,0.8035569190979004,0.8260886073112488
HumanEval/129,0.7196779251098633,0.7570787668228149,0.7379047274589539,0.7531646490097046
HumanEval/130,0.716188907623291,0.8504225611686707,0.7775548696517944,0.8347765207290649
HumanEval/131,0.9086516499519348,0.9038159847259521,0.9062274098396301,0.9042971730232239
HumanEval/132,0.6991293430328369,0.7790690064430237,0.7369376420974731,0.7702617645263672
HumanEval/133,0.8331090807914734,0.8545681834220886,0.8437021970748901,0.8523727059364319
HumanEval/134,0.6422879099845886,0.7425008416175842,0.6887683272361755,0.7310940027236938
HumanEval/135,0.8715276122093201,0.9030944108963013,0.887030303478241,0.8998351693153381
HumanEval/136,0.6239194869995117,0.7067282795906067,0.6627472043037415,0.6974711418151855
HumanEval/137,0.6834898591041565,0.7787474393844604,0.7280158400535583,0.7680432200431824
HumanEval/138,0.6601066589355469,0.8177787661552429,0.7305318713188171,0.7987011075019836
HumanEval/139,0.752419114112854,0.840927243232727,0.7942149043083191,0.8311502933502197
HumanEval/140,0.862194836139679,0.765392541885376,0.8109149932861328,0.7740834951400757
HumanEval/141,0.8659642338752747,0.8680233359336853,0.8669925332069397,0.8678169846534729
HumanEval/142,0.9410855174064636,0.9653753042221069,0.9530757069587708,0.9628901481628418
HumanEval/143,0.8331490159034729,0.850197434425354,0.8415868878364563,0.8484612703323364
HumanEval/144,0.7362972497940063,0.8241878151893616,0.7777674198150635,0.8144656419754028
HumanEval/145,0.7669073343276978,0.7573937177658081,0.7621208429336548,0.7583344578742981
HumanEval/146,0.8827717304229736,0.8599796891212463,0.8712267279624939,0.8622058033943176
HumanEval/147,0.7762560248374939,0.8138390183448792,0.7946033477783203,0.8099177479743958
HumanEval/148,0.7184433937072754,0.8184413909912109,0.7651891708374023,0.8072061538696289
HumanEval/149,0.8291270732879639,0.750011682510376,0.787587583065033,0.7572372555732727
HumanEval/150,0.8857020735740662,0.8214420676231384,0.8523626327514648,0.8274453282356262
HumanEval/151,0.6577658653259277,0.7676795721054077,0.7084851264953613,0.7550623416900635
HumanEval/152,0.8876945972442627,0.9388867616653442,0.9125733375549316,0.9335033893585205
HumanEval/153,0.8041423559188843,0.8149943947792053,0.8095319271087646,0.8138960599899292
HumanEval/154,0.8511039614677429,0.8812352418899536,0.865907609462738,0.8781264424324036
HumanEval/155,0.7840659618377686,0.827168881893158,0.8050408959388733,0.82264643907547
HumanEval/156,0.7169605493545532,0.7681233882904053,0.7416607141494751,0.7626808881759644
HumanEval/157,0.6192302107810974,0.7599664926528931,0.6824178695678711,0.7430781126022339
HumanEval/158,0.803998589515686,0.8044053912162781,0.8042019605636597,0.8043646216392517
HumanEval/159,0.8273931741714478,0.8497730493545532,0.8384338021278381,0.8474807143211365
HumanEval/160,0.6989359855651855,0.809338390827179,0.7500966191291809,0.7967530488967896
HumanEval/161,0.84578537940979,0.8542977571487427,0.8500202298164368,0.8534387946128845
HumanEval/162,0.974566638469696,0.9710416793823242,0.9728009700775146,0.9713930487632751
HumanEval/163,0.7908301949501038,0.8479433059692383,0.8183915615081787,0.8418633937835693
