Task Id,ROUGE-L Precision,ROUGE-L Recall,ROUGE-L F1-score
HumanEval/34,0.8,1.0,0.888888888888889
HumanEval/35,0.1111111111111111,1.0,0.19999999999999998
HumanEval/36,0.7391304347826086,0.6296296296296297,0.68
HumanEval/37,0.2727272727272727,0.46875,0.3448275862068966
HumanEval/38,0.9444444444444444,0.9444444444444444,0.9444444444444444
HumanEval/39,0.4225352112676056,0.25210084033613445,0.3157894736842105
HumanEval/40,0.5853658536585366,0.6153846153846154,0.6
HumanEval/41,0.058823529411764705,0.6666666666666666,0.10810810810810811
HumanEval/42,1.0,1.0,1.0
HumanEval/43,0.47058823529411764,0.32,0.38095238095238104
HumanEval/44,0.65,0.7222222222222222,0.6842105263157895
HumanEval/45,1.0,1.0,1.0
HumanEval/46,1.0,0.9795918367346939,0.9896907216494846
HumanEval/47,0.4444444444444444,0.41379310344827586,0.4285714285714286
HumanEval/48,0.2857142857142857,1.0,0.4444444444444445
HumanEval/49,0.5,0.5833333333333334,0.5384615384615384
HumanEval/50,0.0,0.0,0.0
HumanEval/51,0.125,0.18181818181818182,0.14814814814814814
HumanEval/52,0.2727272727272727,0.375,0.3157894736842105
HumanEval/53,1.0,1.0,1.0
HumanEval/54,0.42857142857142855,0.6,0.5
HumanEval/55,0.8260869565217391,0.7037037037037037,0.76
HumanEval/56,0.41935483870967744,0.5909090909090909,0.4905660377358491
HumanEval/57,0.8064516129032258,0.8064516129032258,0.8064516129032258
HumanEval/58,0.5454545454545454,0.75,0.631578947368421
HumanEval/59,0.20588235294117646,0.3333333333333333,0.2545454545454545
HumanEval/60,0.15384615384615385,0.4,0.2222222222222222
HumanEval/61,0.4642857142857143,0.5909090909090909,0.52
HumanEval/62,0.42105263157894735,0.7272727272727273,0.5333333333333333
HumanEval/63,0.8947368421052632,0.9714285714285714,0.9315068493150684
HumanEval/64,0.24242424242424243,0.34782608695652173,0.28571428571428575
HumanEval/65,0.8421052631578947,0.5714285714285714,0.6808510638297872
HumanEval/66,0.26666666666666666,0.36363636363636365,0.30769230769230765
HumanEval/67,0.4666666666666667,0.30434782608695654,0.3684210526315789
HumanEval/68,0.32075471698113206,0.4857142857142857,0.38636363636363635
HumanEval/69,0.15966386554621848,0.5588235294117647,0.2483660130718954
HumanEval/70,0.1485148514851485,0.38461538461538464,0.2142857142857143
HumanEval/71,0.19047619047619047,0.6451612903225806,0.2941176470588235
HumanEval/72,0.050955414012738856,1.0,0.09696969696969697
HumanEval/73,0.6363636363636364,0.6086956521739131,0.6222222222222223
HumanEval/74,0.10526315789473684,0.5217391304347826,0.17518248175182483
HumanEval/75,0.36666666666666664,0.39285714285714285,0.3793103448275862
HumanEval/76,0.5625,0.43902439024390244,0.4931506849315069
HumanEval/77,0.10843373493975904,0.8181818181818182,0.19148936170212766
HumanEval/78,0.09523809523809523,0.2,0.12903225806451613
HumanEval/79,0.15384615384615385,0.6666666666666666,0.25
HumanEval/80,1.0,1.0,1.0
HumanEval/81,0.448,0.6292134831460674,0.5233644859813085
HumanEval/82,0.38461538461538464,0.35714285714285715,0.3703703703703704
HumanEval/83,0.2,0.8,0.32000000000000006
HumanEval/84,0.10810810810810811,0.3076923076923077,0.16
HumanEval/85,0.3695652173913043,0.85,0.5151515151515151
HumanEval/86,0.3,0.35294117647058826,0.3243243243243243
HumanEval/87,0.3684210526315789,0.5384615384615384,0.4375
HumanEval/88,0.44,0.8461538461538461,0.5789473684210525
HumanEval/89,0.17647058823529413,0.391304347826087,0.24324324324324328
HumanEval/90,0.4074074074074074,0.5,0.44897959183673464
HumanEval/91,0.12,0.42857142857142855,0.1875
HumanEval/92,0.2127659574468085,0.7692307692307693,0.33333333333333337
HumanEval/93,0.19672131147540983,0.2033898305084746,0.2
HumanEval/94,0.2413793103448276,0.45652173913043476,0.3157894736842105
HumanEval/95,0.5952380952380952,0.625,0.6097560975609756
HumanEval/96,0.325,0.43333333333333335,0.37142857142857144
HumanEval/97,0.2,0.3333333333333333,0.25
HumanEval/98,0.6,0.7894736842105263,0.6818181818181819
HumanEval/99,0.1,0.5172413793103449,0.1675977653631285
HumanEval/100,0.3076923076923077,0.5714285714285714,0.4
HumanEval/101,0.14285714285714285,0.08333333333333333,0.10526315789473685
HumanEval/102,0.275,0.44,0.3384615384615385
HumanEval/103,0.3103448275862069,0.6923076923076923,0.4285714285714286
HumanEval/104,0.34375,0.4782608695652174,0.4
HumanEval/105,0.4,0.22535211267605634,0.2882882882882883
HumanEval/106,0.3333333333333333,0.34782608695652173,0.3404255319148936
HumanEval/107,0.5952380952380952,0.7142857142857143,0.6493506493506493
HumanEval/108,0.21568627450980393,0.2558139534883721,0.23404255319148937
HumanEval/109,0.5116279069767442,0.7857142857142857,0.619718309859155
HumanEval/110,0.2894736842105263,0.3548387096774194,0.31884057971014496
HumanEval/111,0.44680851063829785,0.4772727272727273,0.46153846153846156
HumanEval/112,0.29411764705882354,0.3333333333333333,0.3125
HumanEval/113,0.21739130434782608,0.25,0.23255813953488372
HumanEval/114,0.2682926829268293,0.34375,0.3013698630136986
HumanEval/115,0.42105263157894735,0.5714285714285714,0.48484848484848486
HumanEval/116,0.2222222222222222,0.16,0.18604651162790697
HumanEval/117,0.2682926829268293,0.3793103448275862,0.3142857142857143
HumanEval/118,0.6153846153846154,0.5714285714285714,0.5925925925925927
HumanEval/119,0.13286713286713286,0.41304347826086957,0.20105820105820107
HumanEval/120,0.6,0.5,0.5454545454545454
HumanEval/121,0.3023255813953488,0.6842105263157895,0.41935483870967744
HumanEval/122,0.09375,0.10714285714285714,0.09999999999999999
HumanEval/123,0.47058823529411764,0.5333333333333333,0.5
HumanEval/124,0.3582089552238806,0.32,0.3380281690140845
HumanEval/125,0.20754716981132076,0.5116279069767442,0.2953020134228188
HumanEval/126,0.09316770186335403,0.5555555555555556,0.1595744680851064
HumanEval/127,0.2857142857142857,0.4,0.3333333333333333
HumanEval/128,0.275,0.39285714285714285,0.32352941176470584
HumanEval/129,0.1792452830188679,0.2261904761904762,0.2
HumanEval/130,0.211864406779661,0.5813953488372093,0.3105590062111801
HumanEval/131,0.5333333333333333,0.5517241379310345,0.5423728813559322
HumanEval/132,0.16831683168316833,0.3541666666666667,0.22818791946308728
HumanEval/133,0.23076923076923078,0.25,0.24000000000000002
HumanEval/134,0.13392857142857142,0.75,0.2272727272727273
HumanEval/135,0.6363636363636364,0.7,0.6666666666666666
HumanEval/136,0.07964601769911504,0.3103448275862069,0.1267605633802817
HumanEval/137,0.2077922077922078,0.5714285714285714,0.30476190476190473
HumanEval/138,0.1,0.7142857142857143,0.1754385964912281
HumanEval/139,0.2564102564102564,0.5882352941176471,0.35714285714285715
HumanEval/140,0.5,0.29411764705882354,0.37037037037037035
HumanEval/141,0.543859649122807,0.5636363636363636,0.5535714285714286
HumanEval/142,0.6875,0.8148148148148148,0.7457627118644067
HumanEval/143,0.3673469387755102,0.5142857142857142,0.42857142857142855
HumanEval/144,0.12,0.3333333333333333,0.1764705882352941
HumanEval/145,0.23333333333333334,0.14893617021276595,0.18181818181818182
HumanEval/146,0.5,0.5161290322580645,0.5079365079365079
HumanEval/147,0.171875,0.28205128205128205,0.21359223300970875
HumanEval/148,0.2,0.7142857142857143,0.3125
HumanEval/149,0.4166666666666667,0.2222222222222222,0.2898550724637681
HumanEval/150,0.5217391304347826,0.3870967741935484,0.4444444444444444
HumanEval/151,0.15306122448979592,0.6521739130434783,0.24793388429752064
HumanEval/152,0.375,0.5,0.42857142857142855
HumanEval/153,0.4074074074074074,0.4888888888888889,0.4444444444444444
HumanEval/154,0.5454545454545454,0.4444444444444444,0.4897959183673469
HumanEval/155,0.3333333333333333,0.5833333333333334,0.4242424242424242
HumanEval/156,0.1724137931034483,0.18181818181818182,0.1769911504424779
HumanEval/157,0.14285714285714285,0.6190476190476191,0.23214285714285715
HumanEval/158,0.275,0.2894736842105263,0.28205128205128205
HumanEval/159,0.5555555555555556,0.38461538461538464,0.4545454545454546
HumanEval/160,0.2894736842105263,0.55,0.37931034482758624
HumanEval/161,0.3902439024390244,0.5714285714285714,0.463768115942029
HumanEval/162,0.9411764705882353,0.8888888888888888,0.9142857142857143
HumanEval/163,0.34375,0.5,0.4074074074074074
