Task Id,CodeBERTScore Precision,CodeBERTScore Recall,CodeBERTScore F1-score,CodeBERTScore F3-score
HumanEval/26,4.545385360717773,4.43030858039856,4.486897945404053,4.441479206085205
HumanEval/27,3.6294634342193604,3.753491163253784,3.6900484561920166,3.7405643463134766
HumanEval/28,4.023000240325928,4.199785947799683,4.108881950378418,4.181182384490967
HumanEval/29,4.165265321731567,4.285430669784546,4.224228620529175,4.27300500869751
HumanEval/30,3.8695313930511475,4.082674026489258,3.9722864627838135,4.059945344924927
HumanEval/31,4.5312416553497314,4.297776460647583,4.410518169403076,4.3197243213653564
HumanEval/32,3.8858284950256348,3.899986505508423,3.892890214920044,3.898564577102661
HumanEval/33,4.043996095657349,4.364575147628784,4.196267366409302,4.32951021194458
HumanEval/34,4.875646591186523,4.962372541427612,4.918529510498047,4.9535253047943115
HumanEval/35,3.630267858505249,4.081871271133423,3.8382174968719482,4.029850244522095
HumanEval/36,4.74802041053772,4.566300630569458,4.654903173446655,4.583675861358643
HumanEval/37,3.9437341690063477,4.32826828956604,4.124213457107544,4.285352468490601
HumanEval/38,4.871779203414917,4.942445993423462,4.906793117523193,4.935263395309448
HumanEval/39,4.111398935317993,3.983515977859497,4.046115875244141,3.9958293437957764
HumanEval/40,4.428634166717529,4.636565685272217,4.529540300369263,4.614644527435303
HumanEval/41,3.4658937454223633,3.8703384399414062,3.6527891159057617,3.8240201473236084
HumanEval/42,5.000000476837158,5.000000476837158,5.000000476837158,5.000000476837158
HumanEval/43,4.158286809921265,4.127790451049805,4.1429643630981445,4.1308135986328125
HumanEval/44,4.623055696487427,4.809943675994873,4.7141501903533936,4.790391445159912
HumanEval/45,4.708970308303833,4.708970308303833,4.708970308303833,4.708970308303833
HumanEval/46,4.994182586669922,4.971659183502197,4.982889175415039,4.973899841308594
HumanEval/47,4.389650344848633,4.459827899932861,4.424379587173462,4.452679634094238
HumanEval/48,4.098841190338135,4.603834390640259,4.3323140144348145,4.546047210693359
HumanEval/49,4.490816116333008,4.622554779052734,4.5554656982421875,4.6089348793029785
HumanEval/50,1.0,1.0,1.0,1.0
HumanEval/51,4.209322214126587,4.4110331535339355,4.307104587554932,4.389728307723999
HumanEval/52,4.110811710357666,4.242608070373535,4.175342798233032,4.228927850723267
HumanEval/53,5.0,5.0,5.0,5.0
HumanEval/54,4.653897523880005,4.781943321228027,4.71681809425354,4.768735885620117
HumanEval/55,4.7822043895721436,4.767383575439453,4.774779319763184,4.768860101699829
HumanEval/56,4.360804319381714,4.5397350788116455,4.447949647903442,4.520989418029785
HumanEval/57,4.7493298053741455,4.7493298053741455,4.7493298053741455,4.7493298053741455
HumanEval/58,4.4382476806640625,4.64111328125,4.536773920059204,4.619755744934082
HumanEval/59,3.9718918800354004,4.029849052429199,4.000590801239014,4.023952007293701
HumanEval/60,3.9510321617126465,4.150225877761841,4.047377347946167,4.129104375839233
HumanEval/61,4.451205730438232,4.503287076950073,4.477051496505737,4.4980082511901855
HumanEval/62,4.332902908325195,4.67275071144104,4.49458384513855,4.635678768157959
HumanEval/63,4.844003915786743,4.832599878311157,4.8382933139801025,4.83373761177063
HumanEval/64,4.184686660766602,4.298358917236328,4.240526437759399,4.286627769470215
HumanEval/65,4.66798734664917,4.615104675292969,4.641354084014893,4.620324373245239
HumanEval/66,4.220730781555176,4.3644468784332275,4.291020631790161,4.349500417709351
HumanEval/67,4.481520175933838,4.1124656200408936,4.286665439605713,4.145812273025513
HumanEval/68,4.193371534347534,4.3018598556518555,4.246709585189819,4.290680646896362
HumanEval/69,3.700983762741089,4.0358664989471436,3.8586509227752686,3.998687267303467
HumanEval/70,3.7788870334625244,4.016037225723267,3.8926095962524414,3.990516185760498
HumanEval/71,3.782890796661377,4.257007122039795,4.001340627670288,4.202447414398193
HumanEval/72,3.056241989135742,4.000568389892578,3.4402318000793457,3.8688182830810547
HumanEval/73,4.512134552001953,4.29629921913147,4.400795936584473,4.316681623458862
HumanEval/74,3.4414267539978027,3.941148281097412,3.668090343475342,3.882155179977417
HumanEval/75,4.203664541244507,4.326930046081543,4.264133930206299,4.314177989959717
HumanEval/76,4.54242467880249,4.544540166854858,4.543482303619385,4.544328689575195
HumanEval/77,3.4278616905212402,3.9564430713653564,3.6662065982818604,3.8934483528137207
HumanEval/78,3.7641289234161377,3.8795979022979736,3.8206822872161865,3.8676183223724365
HumanEval/79,3.8871147632598877,4.295576810836792,4.077853202819824,4.2496020793914795
HumanEval/80,4.9166412353515625,4.9166412353515625,4.9166412353515625,4.9166412353515625
HumanEval/81,4.445154666900635,4.545272350311279,4.4944963455200195,4.53499960899353
HumanEval/82,4.360957622528076,4.298964262008667,4.329672574996948,4.305060386657715
HumanEval/83,4.021727085113525,4.501892566680908,4.244138717651367,4.447116374969482
HumanEval/84,3.705394744873047,4.070323705673218,3.8763303756713867,4.029459476470947
HumanEval/85,4.15500807762146,4.778544664382935,4.438739061355591,4.705315113067627
HumanEval/86,4.324714660644531,4.2789928913116455,4.3016955852508545,4.283508539199829
HumanEval/87,4.262235164642334,4.287443399429321,4.2747907638549805,4.284905195236206
HumanEval/88,4.336137533187866,4.589953899383545,4.458395004272461,4.562847137451172
HumanEval/89,4.099079608917236,3.9466795921325684,4.020958662033081,3.9612417221069336
HumanEval/90,4.3614091873168945,4.363911867141724,4.3626604080200195,4.363661527633667
HumanEval/91,3.677164077758789,4.174244403839111,3.9045908451080322,4.1163811683654785
HumanEval/92,3.624891757965088,4.078017234802246,3.8334529399871826,4.025784254074097
HumanEval/93,4.144452810287476,4.1736016273498535,4.1589601039886475,4.1706624031066895
HumanEval/94,3.9872419834136963,4.290905475616455,4.1317298412323,4.257789134979248
HumanEval/95,4.52790641784668,4.550865411758423,4.539348602294922,4.548555850982666
HumanEval/96,4.244589805603027,4.4284868240356445,4.334004163742065,4.409164667129517
HumanEval/97,4.272809982299805,4.122679710388184,4.1959826946258545,4.137070178985596
HumanEval/98,4.591995477676392,4.777837038040161,4.682573318481445,4.758392095565796
HumanEval/99,3.6278300285339355,4.1171653270721436,3.8516578674316406,4.060181140899658
HumanEval/100,4.144938945770264,4.504592418670654,4.315039396286011,4.464967250823975
HumanEval/101,3.882190465927124,3.9448795318603516,3.9131975173950195,3.938488245010376
HumanEval/102,3.9081010818481445,4.375105142593384,4.124247789382935,4.321761846542358
HumanEval/103,4.226165771484375,4.505389213562012,4.359986305236816,4.475310564041138
HumanEval/104,4.185821533203125,4.299050807952881,4.241447687149048,4.28736686706543
HumanEval/105,4.028537750244141,3.806178569793701,3.913121223449707,3.8269340991973877
HumanEval/106,4.267157793045044,4.274708271026611,4.270928621292114,4.273951292037964
HumanEval/107,4.5814971923828125,4.743033409118652,4.660484075546265,4.726227045059204
HumanEval/108,3.928946018218994,3.967259168624878,3.9479782581329346,3.9633827209472656
HumanEval/109,4.281923532485962,4.576956748962402,4.423094987869263,4.545087814331055
HumanEval/110,4.330836534500122,4.2393882274627686,4.284476041793823,4.2483062744140625
HumanEval/111,4.465822219848633,4.387923717498779,4.4264302253723145,4.395555734634399
HumanEval/112,4.406133413314819,4.428042888641357,4.41705322265625,4.425839185714722
HumanEval/113,4.091473817825317,4.244059085845947,4.165929079055786,4.228126049041748
HumanEval/114,4.019812107086182,4.3030195236206055,4.155073404312134,4.2723305225372314
HumanEval/115,4.564622640609741,4.700545310974121,4.631312370300293,4.686488151550293
HumanEval/116,4.142253637313843,3.9864344596862793,4.062363386154175,4.001317501068115
HumanEval/117,4.2324059009552,4.318440675735474,4.274858236312866,4.309631586074829
HumanEval/118,4.592512130737305,4.441985130310059,4.515638113021851,4.456467390060425
HumanEval/119,3.734037399291992,3.9859225749969482,3.85443377494812,3.958664655685425
HumanEval/120,4.491935968399048,4.360052108764648,4.424724817276001,4.372790575027466
HumanEval/121,4.007339239120483,4.484146595001221,4.228232145309448,4.429768323898315
HumanEval/122,3.870516777038574,3.8897712230682373,3.8801116943359375,3.887834310531616
HumanEval/123,4.264233827590942,4.387413024902344,4.324682950973511,4.374678373336792
HumanEval/124,4.279761552810669,4.243352890014648,4.261455774307251,4.246957063674927
HumanEval/125,3.833681106567383,4.081529140472412,3.9524126052856445,4.054810285568237
HumanEval/126,3.410037040710449,3.8670239448547363,3.618743419647217,3.813671350479126
HumanEval/127,4.149583578109741,4.224385738372803,4.186546087265015,4.216746091842651
HumanEval/128,4.108254671096802,4.32768177986145,4.214227676391602,4.304354429244995
HumanEval/129,3.878711700439453,4.02831506729126,3.9516189098358154,4.012658596038818
HumanEval/130,3.864755630493164,4.401690244674683,4.110219478607178,4.33910608291626
HumanEval/131,4.634606599807739,4.615263938903809,4.6249096393585205,4.6171886920928955
HumanEval/132,3.7965173721313477,4.116276025772095,3.9477505683898926,4.081047058105469
HumanEval/133,4.3324363231658936,4.4182727336883545,4.3748087882995605,4.4094908237457275
HumanEval/134,3.5691516399383545,3.970003366470337,3.755073308944702,3.9243760108947754
HumanEval/135,4.48611044883728,4.612377643585205,4.548121213912964,4.5993406772613525
HumanEval/136,3.495677947998047,3.8269131183624268,3.650988817214966,3.789884567260742
HumanEval/137,3.733959436416626,4.114989757537842,3.9120633602142334,4.0721728801727295
HumanEval/138,3.6404266357421875,4.271115064620972,3.9221274852752686,4.194804430007935
HumanEval/139,4.009676456451416,4.363708972930908,4.176859617233276,4.324601173400879
HumanEval/140,4.448779344558716,4.061570167541504,4.243659973144531,4.096333980560303
HumanEval/141,4.463856935501099,4.472093343734741,4.467970132827759,4.471267938613892
HumanEval/142,4.7643420696258545,4.861501216888428,4.812302827835083,4.851560592651367
HumanEval/143,4.332596063613892,4.400789737701416,4.366347551345825,4.393845081329346
HumanEval/144,3.9451889991760254,4.296751260757446,4.111069679260254,4.257862567901611
HumanEval/145,4.067629337310791,4.029574871063232,4.048483371734619,4.033337831497192
HumanEval/146,4.5310869216918945,4.439918756484985,4.484906911849976,4.4488232135772705
HumanEval/147,4.105024099349976,4.255356073379517,4.178413391113281,4.239670991897583
HumanEval/148,3.8737735748291016,4.273765563964844,4.060756683349609,4.228824615478516
HumanEval/149,4.3165082931518555,4.000046730041504,4.150350332260132,4.028949022293091
HumanEval/150,4.542808294296265,4.285768270492554,4.409450531005859,4.309781312942505
HumanEval/151,3.631063461303711,4.070718288421631,3.8339405059814453,4.020249366760254
HumanEval/152,4.550778388977051,4.755547046661377,4.650293350219727,4.734013557434082
HumanEval/153,4.216569423675537,4.259977579116821,4.238127708435059,4.255584239959717
HumanEval/154,4.404415845870972,4.5249409675598145,4.463630437850952,4.512505769729614
HumanEval/155,4.136263847351074,4.308675527572632,4.220163583755493,4.29058575630188
HumanEval/156,3.867842197418213,4.072493553161621,3.9666428565979004,4.050723552703857
HumanEval/157,3.4769208431243896,4.039865970611572,3.7296714782714844,3.9723124504089355
HumanEval/158,4.215994358062744,4.217621564865112,4.216807842254639,4.217458486557007
HumanEval/159,4.309572696685791,4.399092197418213,4.3537352085113525,4.389922857284546
HumanEval/160,3.795743942260742,4.237353563308716,4.000386476516724,4.187012195587158
HumanEval/161,4.38314151763916,4.417191028594971,4.400080919265747,4.413755178451538
HumanEval/162,4.898266553878784,4.884166717529297,4.891203880310059,4.885572195053101
HumanEval/163,4.163320779800415,4.391773223876953,4.273566246032715,4.367453575134277
