Task Id,ROUGE-L Precision,ROUGE-L Recall,ROUGE-L F1-score
HumanEval/39,2.6901408450704225,2.008403361344538,2.263157894736842
HumanEval/40,3.341463414634146,3.4615384615384617,3.4
HumanEval/41,1.2352941176470589,3.6666666666666665,1.4324324324324325
HumanEval/42,5.0,5.0,5.0
HumanEval/43,2.8823529411764706,2.2800000000000002,2.523809523809524
HumanEval/44,3.6,3.888888888888889,3.736842105263158
HumanEval/45,5.0,5.0,5.0
HumanEval/46,5.0,4.918367346938775,4.958762886597938
HumanEval/47,2.7777777777777777,2.655172413793103,2.7142857142857144
HumanEval/48,2.142857142857143,5.0,2.7777777777777777
HumanEval/49,3.0,3.3333333333333335,3.1538461538461537
HumanEval/50,1.0,1.0,1.0
HumanEval/51,1.5,1.7272727272727273,1.5925925925925926
HumanEval/52,2.090909090909091,2.5,2.263157894736842
HumanEval/53,5.0,5.0,5.0
HumanEval/54,2.7142857142857144,3.4,3.0
HumanEval/55,4.304347826086957,3.814814814814815,4.04
HumanEval/56,2.67741935483871,3.3636363636363638,2.9622641509433967
HumanEval/57,4.225806451612903,4.225806451612903,4.225806451612903
HumanEval/58,3.1818181818181817,4.0,3.526315789473684
HumanEval/59,1.8235294117647058,2.333333333333333,2.018181818181818
HumanEval/60,1.6153846153846154,2.6,1.8888888888888888
HumanEval/61,2.857142857142857,3.3636363636363638,3.08
HumanEval/62,2.6842105263157894,3.909090909090909,3.1333333333333333
HumanEval/63,4.578947368421053,4.885714285714286,4.726027397260274
HumanEval/64,1.9696969696969697,2.391304347826087,2.1428571428571432
HumanEval/65,4.368421052631579,3.2857142857142856,3.723404255319149
HumanEval/66,2.0666666666666664,2.4545454545454546,2.230769230769231
HumanEval/67,2.8666666666666667,2.217391304347826,2.473684210526316
HumanEval/68,2.283018867924528,2.942857142857143,2.5454545454545454
HumanEval/69,1.638655462184874,3.235294117647059,1.9934640522875817
HumanEval/70,1.5940594059405941,2.5384615384615383,1.8571428571428572
HumanEval/71,1.7619047619047619,3.5806451612903225,2.176470588235294
HumanEval/72,1.2038216560509554,5.0,1.387878787878788
HumanEval/73,3.5454545454545454,3.4347826086956523,3.4888888888888894
HumanEval/74,1.4210526315789473,3.0869565217391304,1.7007299270072993
HumanEval/75,2.466666666666667,2.571428571428571,2.5172413793103448
HumanEval/76,3.25,2.7560975609756095,2.9726027397260273
HumanEval/77,1.4337349397590362,4.272727272727273,1.7659574468085106
HumanEval/78,1.380952380952381,1.8,1.5161290322580645
HumanEval/79,1.6153846153846154,3.6666666666666665,2.0
HumanEval/80,5.0,5.0,5.0
HumanEval/81,2.792,3.5168539325842696,3.093457943925234
HumanEval/82,2.5384615384615383,2.428571428571429,2.481481481481482
HumanEval/83,1.8,4.2,2.2800000000000002
HumanEval/84,1.4324324324324325,2.230769230769231,1.6400000000000001
HumanEval/85,2.4782608695652173,4.4,3.0606060606060606
HumanEval/86,2.2,2.4117647058823533,2.2972972972972974
HumanEval/87,2.473684210526316,3.1538461538461537,2.75
HumanEval/88,2.76,4.384615384615385,3.31578947368421
HumanEval/89,1.7058823529411766,2.5652173913043477,1.9729729729729732
HumanEval/90,2.6296296296296298,3.0,2.7959183673469385
HumanEval/91,1.48,2.7142857142857144,1.75
HumanEval/92,1.851063829787234,4.076923076923077,2.3333333333333335
HumanEval/93,1.7868852459016393,1.8135593220338984,1.8
HumanEval/94,1.9655172413793105,2.8260869565217392,2.263157894736842
HumanEval/95,3.380952380952381,3.5,3.4390243902439024
HumanEval/96,2.3,2.7333333333333334,2.4857142857142858
HumanEval/97,1.8,2.333333333333333,2.0
HumanEval/98,3.4,4.157894736842105,3.7272727272727275
HumanEval/99,1.4,3.0689655172413794,1.6703910614525141
HumanEval/100,2.230769230769231,3.2857142857142856,2.6
HumanEval/101,1.5714285714285714,1.3333333333333333,1.4210526315789473
HumanEval/102,2.1,2.76,2.353846153846154
HumanEval/103,2.2413793103448274,3.769230769230769,2.7142857142857144
HumanEval/104,2.375,2.9130434782608696,2.6
HumanEval/105,2.6,1.9014084507042255,2.153153153153153
HumanEval/106,2.333333333333333,2.391304347826087,2.3617021276595747
HumanEval/107,3.380952380952381,3.857142857142857,3.5974025974025974
HumanEval/108,1.8627450980392157,2.0232558139534884,1.9361702127659575
HumanEval/109,3.046511627906977,4.142857142857142,3.47887323943662
HumanEval/110,2.1578947368421053,2.4193548387096775,2.27536231884058
HumanEval/111,2.7872340425531914,2.909090909090909,2.8461538461538463
HumanEval/112,2.1764705882352944,2.333333333333333,2.25
HumanEval/113,1.8695652173913042,2.0,1.9302325581395348
HumanEval/114,2.073170731707317,2.375,2.2054794520547945
HumanEval/115,2.6842105263157894,3.2857142857142856,2.9393939393939394
HumanEval/116,1.8888888888888888,1.6400000000000001,1.744186046511628
HumanEval/117,2.073170731707317,2.5172413793103448,2.257142857142857
HumanEval/118,3.4615384615384617,3.2857142857142856,3.3703703703703707
HumanEval/119,1.5314685314685315,2.6521739130434785,1.8042328042328042
HumanEval/120,3.4,3.0,3.1818181818181817
HumanEval/121,2.2093023255813953,3.736842105263158,2.67741935483871
HumanEval/122,1.375,1.4285714285714286,1.4
HumanEval/123,2.8823529411764706,3.1333333333333333,3.0
HumanEval/124,2.432835820895522,2.2800000000000002,2.352112676056338
HumanEval/125,1.830188679245283,3.046511627906977,2.1812080536912752
HumanEval/126,1.3726708074534162,3.2222222222222223,1.6382978723404256
HumanEval/127,2.142857142857143,2.6,2.333333333333333
HumanEval/128,2.1,2.571428571428571,2.2941176470588234
HumanEval/129,1.7169811320754715,1.9047619047619047,1.8
HumanEval/130,1.847457627118644,3.3255813953488373,2.24223602484472
HumanEval/131,3.1333333333333333,3.206896551724138,3.169491525423729
HumanEval/132,1.6732673267326734,2.416666666666667,1.912751677852349
HumanEval/133,1.9230769230769231,2.0,1.96
HumanEval/134,1.5357142857142856,4.0,1.9090909090909092
HumanEval/135,3.5454545454545454,3.8,3.6666666666666665
HumanEval/136,1.3185840707964602,2.2413793103448274,1.5070422535211268
HumanEval/137,1.8311688311688312,3.2857142857142856,2.219047619047619
HumanEval/138,1.4,3.857142857142857,1.7017543859649122
HumanEval/139,2.0256410256410255,3.3529411764705883,2.428571428571429
HumanEval/140,3.0,2.1764705882352944,2.4814814814814814
HumanEval/141,3.175438596491228,3.2545454545454544,3.2142857142857144
HumanEval/142,3.75,4.2592592592592595,3.9830508474576267
HumanEval/143,2.4693877551020407,3.057142857142857,2.7142857142857144
HumanEval/144,1.48,2.333333333333333,1.7058823529411764
HumanEval/145,1.9333333333333333,1.5957446808510638,1.7272727272727273
HumanEval/146,3.0,3.064516129032258,3.0317460317460316
HumanEval/147,1.6875,2.128205128205128,1.854368932038835
HumanEval/148,1.8,3.857142857142857,2.25
HumanEval/149,2.666666666666667,1.8888888888888888,2.1594202898550723
HumanEval/150,3.0869565217391304,2.5483870967741935,2.7777777777777777
HumanEval/151,1.6122448979591837,3.608695652173913,1.9917355371900825
HumanEval/152,2.5,3.0,2.7142857142857144
HumanEval/153,2.6296296296296298,2.9555555555555557,2.7777777777777777
HumanEval/154,3.1818181818181817,2.7777777777777777,2.9591836734693877
HumanEval/155,2.333333333333333,3.3333333333333335,2.696969696969697
HumanEval/156,1.6896551724137931,1.7272727272727273,1.7079646017699117
HumanEval/157,1.5714285714285714,3.4761904761904763,1.9285714285714286
HumanEval/158,2.1,2.1578947368421053,2.128205128205128
HumanEval/159,3.2222222222222223,2.5384615384615383,2.8181818181818183
HumanEval/160,2.1578947368421053,3.2,2.517241379310345
HumanEval/161,2.5609756097560976,3.2857142857142856,2.855072463768116
HumanEval/162,4.764705882352941,4.555555555555555,4.657142857142857
HumanEval/163,2.375,3.0,2.6296296296296298
