Task Id,CodeBERTScore Precision,CodeBERTScore Recall,CodeBERTScore F1-score,CodeBERTScore F3-score
HumanEval/30,4.144484519958496,4.270754337310791,4.206376791000366,4.2576727867126465
HumanEval/31,4.431869029998779,4.2522125244140625,4.339626312255859,4.269327402114868
HumanEval/32,3.8505547046661377,3.922536849975586,3.8860971927642822,3.915175199508667
HumanEval/33,4.151952028274536,4.522046089172363,4.326737642288208,4.481170892715454
HumanEval/34,4.400586128234863,4.567827939987183,4.4822001457214355,4.5503668785095215
HumanEval/35,4.420802116394043,4.566291332244873,4.492032051086426,4.551187753677368
HumanEval/36,4.446853160858154,4.487015724182129,4.46681809425354,4.482957601547241
HumanEval/37,4.207059621810913,4.547028541564941,4.36848783493042,4.509822130203247
HumanEval/38,4.419921875,4.799067974090576,4.599538326263428,4.75741171836853
HumanEval/39,3.9710216522216797,3.865830659866333,3.917478561401367,3.8760132789611816
HumanEval/40,4.130399703979492,4.445558071136475,4.280426740646362,4.41121506690979
HumanEval/41,3.748790740966797,4.063930511474609,3.897817850112915,4.0292017459869385
HumanEval/42,4.415648460388184,4.713611125946045,4.558403253555298,4.681495904922485
HumanEval/43,4.787585973739624,4.875240087509155,4.830911636352539,4.866292476654053
HumanEval/44,4.341208457946777,4.5912463665008545,4.4617180824279785,4.564571142196655
HumanEval/45,4.370410919189453,4.461880445480347,4.415533065795898,4.452510833740234
HumanEval/46,4.41008734703064,4.496784687042236,4.452892065048218,4.487916707992554
HumanEval/47,4.614691734313965,4.679830551147461,4.646970272064209,4.673211336135864
HumanEval/48,4.349684000015259,4.731452226638794,4.530276775360107,4.689403772354126
HumanEval/49,4.152515888214111,3.998837471008301,4.073757171630859,4.013527870178223
HumanEval/50,4.689681053161621,4.873664379119873,4.7794349193573,4.854444742202759
HumanEval/51,4.285226821899414,4.508429050445557,4.393161296844482,4.484753131866455
HumanEval/52,4.302301406860352,4.606235504150391,4.447582721710205,4.573347330093384
HumanEval/53,5.0,5.0,5.0,5.0
HumanEval/54,4.381868124008179,4.576138257980347,4.476290941238403,4.555712461471558
HumanEval/55,4.265773296356201,4.530317068099976,4.392896413803101,4.501949787139893
HumanEval/56,4.023035049438477,4.06568717956543,4.0442118644714355,4.061367750167847
HumanEval/57,4.464105606079102,4.435157060623169,4.449570655822754,4.438030242919922
HumanEval/58,4.307424068450928,4.5277299880981445,4.414026498794556,4.504387378692627
HumanEval/59,4.2286882400512695,3.99225115776062,4.105976343154907,4.014324903488159
HumanEval/60,4.41978120803833,4.629821538925171,4.521672487258911,4.60766339302063
HumanEval/61,4.02283239364624,4.067105293273926,4.0448079109191895,4.062619686126709
HumanEval/62,5.0,5.0,5.0,5.0
HumanEval/63,4.009832382202148,4.373201370239258,4.181174039840698,4.332963466644287
HumanEval/64,3.9900505542755127,4.103830814361572,4.0458784103393555,4.092064380645752
HumanEval/65,4.290332317352295,4.3881494998931885,4.338524580001831,4.378107070922852
HumanEval/66,4.3010149002075195,4.539958477020264,4.416313648223877,4.51451849937439
HumanEval/67,3.9661247730255127,4.069866180419922,4.017104148864746,4.059166431427002
HumanEval/68,4.331816911697388,4.310486316680908,4.321117162704468,4.3126068115234375
HumanEval/69,4.234870433807373,4.38933253288269,4.310300588607788,4.373225688934326
HumanEval/70,4.325292110443115,4.0247533321380615,4.167910814285278,4.052340507507324
HumanEval/71,4.430548667907715,4.566594362258911,4.497249126434326,4.5525062084198
HumanEval/72,4.124684810638428,4.672792673110962,4.376640558242798,4.609478235244751
HumanEval/73,4.141102313995361,4.121739864349365,4.1313910484313965,4.12366509437561
HumanEval/74,4.150901556015015,4.275278091430664,4.211886167526245,4.262400388717651
HumanEval/75,4.249329566955566,4.372406244277954,4.3097243309021,4.359680652618408
HumanEval/76,4.334108352661133,4.3820977210998535,4.357931613922119,4.377236843109131
HumanEval/77,4.287672996520996,4.520120859146118,4.39992880821228,4.495407342910767
HumanEval/78,3.770951986312866,3.894179105758667,3.8312253952026367,3.8813652992248535
HumanEval/79,4.339861869812012,4.540478467941284,4.43724513053894,4.519339084625244
HumanEval/80,4.745777606964111,4.819633483886719,4.7823450565338135,4.812116861343384
HumanEval/81,4.353710651397705,4.487044095993042,4.41907811164856,4.473235368728638
HumanEval/82,4.053390026092529,4.0908050537109375,4.071983575820923,4.087022304534912
HumanEval/83,3.9211177825927734,4.186494827270508,4.048040866851807,4.157806873321533
HumanEval/84,4.291257858276367,4.324397563934326,4.30774450302124,4.321053743362427
HumanEval/85,4.757086277008057,4.837303161621094,4.796771049499512,4.829127550125122
HumanEval/86,4.205503463745117,4.236681938171387,4.221017360687256,4.233536958694458
HumanEval/87,4.226183891296387,4.369297027587891,4.296187877655029,4.354416847229004
HumanEval/88,4.2596564292907715,4.46986722946167,4.361478805541992,4.447633981704712
HumanEval/89,4.010112762451172,3.8437721729278564,3.92457914352417,3.85957407951355
HumanEval/90,4.270495414733887,4.2022950649261475,4.2360358238220215,4.20898699760437
HumanEval/91,4.2605085372924805,4.301552772521973,4.28090238571167,4.2974021434783936
HumanEval/92,4.323732376098633,4.5534117221832275,4.434736967086792,4.529025077819824
HumanEval/93,4.174118518829346,4.218794822692871,4.196300506591797,4.21427059173584
HumanEval/94,4.133727788925171,4.30480432510376,4.216993570327759,4.286860942840576
HumanEval/95,4.341287612915039,4.353835821151733,4.347549915313721,4.352576971054077
HumanEval/96,4.169783353805542,4.38813853263855,4.275325775146484,4.364958763122559
HumanEval/97,4.284736394882202,4.006426811218262,4.13942551612854,4.032117128372192
HumanEval/98,4.385099649429321,4.579537391662598,4.479604721069336,4.559094429016113
HumanEval/99,4.604833602905273,4.566779851913452,4.585705757141113,4.57054877281189
HumanEval/100,4.088494777679443,4.410092353820801,4.241335868835449,4.37494969367981
HumanEval/101,4.5105202198028564,4.595891237258911,4.552693128585815,4.587167501449585
HumanEval/102,3.9637980461120605,4.297614097595215,4.12180757522583,4.2608864307403564
HumanEval/103,4.5533668994903564,4.708177804946899,4.629122257232666,4.692092418670654
HumanEval/104,4.267681360244751,4.390065670013428,4.327748775482178,4.377416372299194
HumanEval/105,4.352859020233154,4.12102484703064,4.232790946960449,4.142755508422852
HumanEval/106,4.413896799087524,4.280977249145508,4.346117734909058,4.293801784515381
HumanEval/107,4.365240097045898,4.6128575801849365,4.484655380249023,4.58646821975708
HumanEval/108,4.0103771686553955,4.001620769500732,4.005992412567139,4.0024940967559814
HumanEval/109,4.384582757949829,4.613731622695923,4.495405673980713,4.58942985534668
HumanEval/110,4.182011365890503,4.159518241882324,4.170724868774414,4.161753416061401
HumanEval/111,4.369873046875,4.352454423904419,4.3611414432525635,4.3541882038116455
HumanEval/112,3.89447283744812,4.282249927520752,4.076189041137695,4.238858699798584
HumanEval/113,4.290252685546875,4.240839242935181,4.265359163284302,4.245713472366333
HumanEval/114,4.158620834350586,4.320035457611084,4.237317323684692,4.303155422210693
HumanEval/115,4.338770866394043,4.531259775161743,4.432318925857544,4.511017799377441
HumanEval/116,4.276865005493164,3.942307949066162,4.100587844848633,3.9726576805114746
HumanEval/117,3.9340555667877197,4.10999608039856,4.019465208053589,4.091457843780518
HumanEval/118,4.191312789916992,4.484909534454346,4.331655502319336,4.4531409740448
HumanEval/119,4.261085748672485,4.157320499420166,4.208364248275757,4.167399168014526
HumanEval/120,4.386340141296387,4.276493310928345,4.3305113315582275,4.287156343460083
HumanEval/121,4.703335285186768,4.727625370025635,4.715440511703491,4.725181818008423
HumanEval/122,3.8223369121551514,3.914433240890503,3.867645740509033,3.904954195022583
HumanEval/123,4.236900568008423,4.375579357147217,4.304785490036011,4.361179351806641
HumanEval/124,4.167797803878784,4.403079032897949,4.28122615814209,4.377990007400513
HumanEval/125,4.591635704040527,4.36618447303772,4.475257396697998,4.387448072433472
HumanEval/126,4.237447261810303,4.1410627365112305,4.18852686882019,4.150442361831665
HumanEval/127,3.993717908859253,4.165722370147705,4.0773186683654785,4.147637605667114
HumanEval/128,4.187927484512329,4.373556137084961,4.27811598777771,4.3540260791778564
HumanEval/129,3.923506498336792,4.210267543792725,4.060183763504028,4.179084539413452
HumanEval/130,4.192022800445557,4.459462642669678,4.320366144180298,4.430718660354614
HumanEval/131,4.309527158737183,4.249221563339233,4.279097318649292,4.255153179168701
HumanEval/132,4.038297414779663,3.8982529640197754,3.966623544692993,3.9116740226745605
HumanEval/133,4.341454982757568,4.547055244445801,4.441186904907227,4.525363445281982
HumanEval/134,4.3201375007629395,4.543430328369141,4.428151845932007,4.519758462905884
HumanEval/135,4.362261772155762,4.587369918823242,4.47117018699646,4.563512086868286
HumanEval/136,3.9644510746002197,4.213681697845459,4.084039211273193,4.1868884563446045
HumanEval/137,3.813293933868408,4.148271799087524,3.9713714122772217,4.111226558685303
HumanEval/138,3.4464328289031982,4.05360221862793,3.716503620147705,3.979651689529419
HumanEval/139,4.333586692810059,4.476186275482178,4.403393268585205,4.4613800048828125
HumanEval/140,3.3994312286376953,3.810267925262451,3.5886504650115967,3.7629597187042236
HumanEval/141,4.515464782714844,4.482718229293823,4.499014616012573,4.485965251922607
HumanEval/142,4.565160274505615,4.612675666809082,4.588760614395142,4.60786771774292
HumanEval/143,4.049209356307983,4.132004976272583,4.090052604675293,4.123523473739624
HumanEval/144,4.3304665088653564,4.412673234939575,4.371068954467773,4.40427041053772
HumanEval/145,4.034170389175415,4.006705284118652,4.020375490188599,4.009429216384888
HumanEval/146,4.419137954711914,4.478942155838013,4.4487810134887695,4.472867727279663
HumanEval/147,3.8494346141815186,3.9263696670532227,3.887389659881592,3.918489933013916
HumanEval/148,4.385008096694946,4.597694158554077,4.488111972808838,4.575230360031128
HumanEval/149,4.108168840408325,4.018506288528442,4.062681674957275,4.027238845825195
HumanEval/150,4.073472738265991,4.061017036437988,4.067232131958008,4.062258243560791
HumanEval/151,4.462094783782959,4.595605134963989,4.527587175369263,4.581792593002319
HumanEval/152,4.558716297149658,4.817022323608398,4.6833460330963135,4.7895166873931885
HumanEval/153,4.266863107681274,4.2844462394714355,4.275630950927734,4.282679557800293
HumanEval/154,4.237032651901245,4.209447145462036,4.223180770874023,4.21218466758728
HumanEval/155,4.318163156509399,4.367610931396484,4.3427040576934814,4.362600088119507
HumanEval/156,3.7505548000335693,4.045742034912109,3.890631914138794,4.013402462005615
HumanEval/157,3.8084778785705566,4.275225877761841,4.02394700050354,4.221683740615845
HumanEval/158,4.163917779922485,4.24013090133667,4.201570749282837,4.232344627380371
HumanEval/159,4.138023138046265,4.510860443115234,4.313988208770752,4.469636678695679
HumanEval/160,4.551769495010376,4.712866544723511,4.6305317878723145,4.6961023807525635
HumanEval/161,4.334076404571533,4.189839839935303,4.260363817214966,4.203699588775635
HumanEval/162,4.512213945388794,4.488821983337402,4.500478982925415,4.491147041320801
HumanEval/163,4.054025411605835,4.353600025177002,4.196809768676758,4.32102370262146
