Task Id,CodeBERTScore Precision,CodeBERTScore Recall,CodeBERTScore F1-score,CodeBERTScore F3-score
HumanEval/73,4.075551271438599,4.037603378295898,4.056459665298462,4.041355848312378
HumanEval/74,4.500671863555908,4.53668475151062,4.518586158752441,4.533050060272217
HumanEval/75,4.133667707443237,4.179036617279053,4.156189441680908,4.174440860748291
HumanEval/76,4.288104295730591,4.302954196929932,4.2955121994018555,4.3014631271362305
HumanEval/77,4.046000719070435,4.2799272537231445,4.158638954162598,4.254930019378662
HumanEval/78,3.10884165763855,3.565359115600586,3.3148066997528076,3.5110015869140625
HumanEval/79,4.398138999938965,4.779809474945068,4.578827142715454,4.73782753944397
HumanEval/80,4.765457391738892,4.673207759857178,4.7187604904174805,4.682229042053223
HumanEval/81,4.406215190887451,4.22383451461792,4.312516450881958,4.241189002990723
HumanEval/82,4.074949264526367,4.098141431808472,4.086501598358154,4.095806360244751
HumanEval/83,4.463618755340576,4.703023433685303,4.579322338104248,4.6776041984558105
HumanEval/84,4.07211709022522,4.074164390563965,4.073140382766724,4.073959589004517
HumanEval/85,4.292472839355469,4.335348129272461,4.313771963119507,4.331010103225708
HumanEval/86,4.446977376937866,4.29779577255249,4.370737075805664,4.312130451202393
HumanEval/87,4.151927709579468,4.4016876220703125,4.272048234939575,4.374944448471069
HumanEval/88,4.3413848876953125,4.621348857879639,4.475738525390625,4.591258764266968
HumanEval/89,3.997772693634033,3.953535556793213,3.975489854812622,3.9579005241394043
HumanEval/90,4.597280502319336,4.425438404083252,4.509257078170776,4.441879987716675
HumanEval/91,3.756437301635742,4.086750268936157,3.912257671356201,4.050198793411255
HumanEval/92,4.449873685836792,4.615124940872192,4.530566692352295,4.597891092300415
HumanEval/93,4.053366661071777,4.1436767578125,4.097863674163818,4.134405851364136
HumanEval/94,4.000626087188721,4.0825488567352295,4.041035890579224,4.074156045913696
HumanEval/95,4.332595348358154,4.1816725730896,4.255385875701904,4.1961469650268555
HumanEval/96,4.05854868888855,4.3248090744018555,4.1861255168914795,4.296114921569824
HumanEval/97,4.479948282241821,4.019396781921387,4.233354806900024,4.059892654418945
HumanEval/98,4.008599758148193,4.296411991119385,4.145936965942383,4.26517653465271
HumanEval/99,3.7641875743865967,4.3247668743133545,4.018672227859497,4.258680820465088
HumanEval/100,3.8381259441375732,4.354205369949341,4.074660062789917,4.294302463531494
HumanEval/101,3.897770643234253,4.090265512466431,3.990924119949341,4.069872856140137
HumanEval/102,4.026236534118652,4.404675722122192,4.204321384429932,4.362624883651733
HumanEval/103,4.016446352005005,4.350341796875,4.174638748168945,4.31366229057312
HumanEval/104,4.30846095085144,4.341421127319336,4.324859142303467,4.338095664978027
HumanEval/105,4.062165260314941,3.9746193885803223,4.017757415771484,3.9831480979919434
HumanEval/106,4.454547882080078,4.321224212646484,4.3865742683410645,4.334091901779175
HumanEval/107,4.348590850830078,4.643195390701294,4.489686489105225,4.611422300338745
HumanEval/108,4.0077643394470215,3.9324936866760254,3.969651937484741,3.9398508071899414
HumanEval/109,4.137163162231445,4.187918663024902,4.162337303161621,4.182769298553467
HumanEval/110,4.109123706817627,4.193038463592529,4.150522232055664,4.184443712234497
HumanEval/111,4.360946416854858,4.412284851074219,4.386420965194702,4.407080173492432
HumanEval/112,3.78804349899292,4.390476703643799,4.059890270233154,4.318765878677368
HumanEval/113,4.219585418701172,4.276470422744751,4.247779130935669,4.270691633224487
HumanEval/114,4.137807607650757,4.296470642089844,4.215182781219482,4.279885768890381
HumanEval/115,3.4688565731048584,4.029043912887573,3.7204110622406006,3.961839437484741
HumanEval/116,4.038215160369873,3.9414703845977783,3.989060163497925,3.95086669921875
HumanEval/117,4.1334826946258545,4.101999282836914,4.117661476135254,4.105119228363037
HumanEval/118,4.528294324874878,4.498211860656738,4.513188600540161,4.501197099685669
HumanEval/119,4.339261293411255,4.189782381057739,4.262810707092285,4.20412540435791
HumanEval/120,3.864018678665161,4.040165662765503,3.9494645595550537,4.021581649780273
HumanEval/121,4.598116636276245,4.627636909484863,4.612816333770752,4.624663352966309
HumanEval/122,4.222540378570557,3.9381723403930664,4.073793411254883,3.9643304347991943
HumanEval/123,4.0228540897369385,4.405512094497681,4.202793836593628,4.362941026687622
HumanEval/124,4.259739875793457,4.2862536907196045,4.272942781448364,4.28358268737793
HumanEval/125,4.263424396514893,4.13995361328125,4.200498819351196,4.151878595352173
HumanEval/126,3.376772165298462,3.7875499725341797,3.565824270248413,3.7401909828186035
HumanEval/127,3.9521682262420654,4.170231342315674,4.057316541671753,4.14698600769043
HumanEval/128,4.15017294883728,4.32541298866272,4.235421895980835,4.307016611099243
HumanEval/129,3.343756914138794,2.9992947578430176,3.157865524291992,3.029116630554199
HumanEval/130,4.2767229080200195,4.529704570770264,4.398512363433838,4.502661943435669
HumanEval/131,4.501234769821167,4.297731876373291,4.396437644958496,4.31701135635376
HumanEval/132,3.693618059158325,3.801825523376465,3.7466564178466797,3.7906150817871094
HumanEval/133,4.335509538650513,4.454715251922607,4.394065856933594,4.442412614822388
HumanEval/134,3.5277390480041504,3.970763683319092,3.7314038276672363,3.919593095779419
HumanEval/135,4.848649740219116,4.746722221374512,4.797002077102661,4.756671190261841
HumanEval/136,3.6065175533294678,3.8731508255004883,3.733346939086914,3.844057559967041
HumanEval/137,4.1071789264678955,4.29710578918457,4.199326276779175,4.277074575424194
HumanEval/138,3.179180145263672,3.994401216506958,3.522562026977539,3.8864214420318604
HumanEval/139,4.235037803649902,4.583852767944336,4.40052342414856,4.545622110366821
HumanEval/140,4.535585641860962,3.834019184112549,4.146166086196899,3.8913934230804443
HumanEval/141,3.8569602966308594,4.217896938323975,4.026706218719482,4.1777503490448
HumanEval/142,4.817754745483398,4.8248186111450195,4.821283578872681,4.824111223220825
HumanEval/143,3.932657480239868,4.063763618469238,3.996777296066284,4.050127983093262
HumanEval/144,3.94881272315979,4.222008943557739,4.079363107681274,4.192432165145874
HumanEval/145,4.020473003387451,4.111264228820801,4.065196514129639,4.101940393447876
HumanEval/146,4.515845537185669,4.284428358078003,4.3961992263793945,4.306189775466919
HumanEval/147,3.834779739379883,3.9836933612823486,3.9073312282562256,3.968101739883423
HumanEval/148,4.662084579467773,4.711123943328857,4.686440944671631,4.7061607837677
HumanEval/149,3.9756014347076416,3.9407544136047363,3.9580752849578857,3.944202184677124
HumanEval/150,4.516331672668457,3.944761037826538,4.205264568328857,3.9934184551239014
HumanEval/151,4.2365334033966064,4.336976051330566,4.285987615585327,4.3266518115997314
HumanEval/152,4.2769293785095215,4.37693452835083,4.326180458068848,4.366659879684448
HumanEval/153,3.8300559520721436,3.8713154792785645,3.850536346435547,3.867135524749756
HumanEval/154,3.9547464847564697,4.656413316726685,4.268344879150391,4.571598052978516
HumanEval/155,4.2653515338897705,4.187030553817749,4.22571587562561,4.194693088531494
HumanEval/156,3.792189359664917,4.079815864562988,3.9289581775665283,4.048413991928101
HumanEval/157,3.6680896282196045,4.243631839752197,3.927844762802124,4.175140142440796
HumanEval/158,4.467471361160278,4.28321099281311,4.37282657623291,4.300750732421875
HumanEval/159,4.211915016174316,4.423614740371704,4.314388036727905,4.401197195053101
HumanEval/160,3.461559534072876,4.024215221405029,3.7140324115753174,3.9566333293914795
HumanEval/161,4.2348716259002686,4.326473236083984,4.2800328731536865,4.317080497741699
HumanEval/162,4.6362481117248535,4.501720905303955,4.567716598510742,4.514724016189575
HumanEval/163,3.3354952335357666,4.038226127624512,3.6409120559692383,3.9494788646698
