Task Id,ROUGE-L Precision,ROUGE-L Recall,ROUGE-L F1-score
HumanEval/43,2.8823529411764706,2.2800000000000002,2.523809523809524
HumanEval/44,2.5294117647058822,3.888888888888889,2.9999999999999996
HumanEval/45,5.0,5.0,5.0
HumanEval/46,2.333333333333333,2.3061224489795915,2.319587628865979
HumanEval/47,2.75,2.931034482758621,2.8360655737704916
HumanEval/48,1.9411764705882353,5.0,2.5238095238095237
HumanEval/49,2.5483870967741935,3.0,2.745454545454545
HumanEval/50,5.0,4.5,4.733333333333333
HumanEval/51,2.0666666666666664,2.4545454545454546,2.230769230769231
HumanEval/52,4.0,4.0,4.0
HumanEval/53,5.0,5.0,5.0
HumanEval/54,1.8,5.0,2.3333333333333335
HumanEval/55,3.1538461538461537,2.037037037037037,2.4000000000000004
HumanEval/56,2.391304347826087,2.4545454545454546,2.422222222222222
HumanEval/57,2.7777777777777777,3.5806451612903225,3.1052631578947367
HumanEval/58,5.0,4.5,4.733333333333333
HumanEval/59,3.727272727272727,2.428571428571429,2.875
HumanEval/60,3.0,3.4,3.1818181818181817
HumanEval/61,2.0666666666666664,2.4545454545454546,2.230769230769231
HumanEval/62,2.333333333333333,4.272727272727273,2.894736842105263
HumanEval/63,1.7272727272727273,2.3714285714285714,1.9504950495049505
HumanEval/64,2.103448275862069,2.391304347826087,2.230769230769231
HumanEval/65,2.5384615384615383,2.428571428571429,2.481481481481482
HumanEval/66,3.3333333333333335,3.5454545454545454,3.4347826086956523
HumanEval/67,1.3404255319148937,1.6956521739130435,1.457142857142857
HumanEval/68,2.4545454545454546,2.3714285714285714,2.411764705882353
HumanEval/69,1.9189189189189189,3.0,2.2592592592592595
HumanEval/70,1.5045045045045045,2.435897435897436,1.7466666666666666
HumanEval/71,1.626865671641791,3.7096774193548385,2.0181818181818185
HumanEval/72,1.3414634146341464,4.5,1.6222222222222222
HumanEval/73,1.7272727272727273,2.391304347826087,1.9552238805970148
HumanEval/74,2.5757575757575757,3.260869565217391,2.857142857142857
HumanEval/75,1.8780487804878048,2.2857142857142856,2.0434782608695654
HumanEval/76,3.3636363636363638,2.2682926829268295,2.650793650793651
HumanEval/77,1.8888888888888888,2.4545454545454546,2.103448275862069
HumanEval/78,1.118811881188119,2.2,1.2162162162162162
HumanEval/79,2.6,3.6666666666666665,3.0
HumanEval/80,4.538461538461538,3.5555555555555554,3.9677419354838706
HumanEval/81,3.410958904109589,2.9775280898876404,3.1728395061728394
HumanEval/82,2.037037037037037,3.0,2.3658536585365852
HumanEval/83,2.217391304347826,3.8,2.6969696969696972
HumanEval/84,1.8421052631578947,2.230769230769231,2.0
HumanEval/85,2.8823529411764706,2.6,2.72972972972973
HumanEval/86,2.6,2.4117647058823533,2.5
HumanEval/87,1.9142857142857141,3.4615384615384617,2.333333333333333
HumanEval/88,2.3846153846153846,3.769230769230769,2.8461538461538463
HumanEval/89,1.5128205128205128,1.8695652173913042,1.6451612903225805
HumanEval/90,3.0,2.8181818181818183,2.9047619047619047
HumanEval/91,1.5970149253731343,2.9047619047619047,1.9090909090909092
HumanEval/92,3.1333333333333333,3.4615384615384617,3.285714285714286
HumanEval/93,1.7536231884057971,1.8813559322033897,1.8125
HumanEval/94,1.7792207792207793,2.3043478260869565,1.975609756097561
HumanEval/95,2.5384615384615383,2.0,2.212121212121212
HumanEval/96,1.716417910447761,2.6,1.9896907216494846
HumanEval/97,3.4,2.333333333333333,2.7142857142857144
HumanEval/98,1.9655172413793105,2.473684210526316,2.166666666666667
HumanEval/99,1.4651162790697674,2.3793103448275863,1.6956521739130435
HumanEval/100,1.8484848484848486,3.0,2.1914893617021276
HumanEval/101,1.6666666666666665,2.666666666666667,1.9523809523809523
HumanEval/102,2.333333333333333,2.44,2.3846153846153846
HumanEval/103,1.8888888888888888,4.076923076923077,2.3793103448275863
HumanEval/104,2.391304347826087,2.391304347826087,2.391304347826087
HumanEval/105,2.4693877551020407,2.0140845070422535,2.2
HumanEval/106,3.533333333333333,2.6521739130434785,3.0
HumanEval/107,2.6470588235294117,3.4,2.953488372093023
HumanEval/108,2.032258064516129,1.744186046511628,1.864864864864865
HumanEval/109,2.333333333333333,2.428571428571429,2.3793103448275863
HumanEval/110,1.6753246753246753,2.67741935483871,1.962962962962963
HumanEval/111,2.672727272727273,3.090909090909091,2.858585858585858
HumanEval/112,1.542372881355932,3.1333333333333333,1.864864864864865
HumanEval/113,2.0232558139534884,2.1,2.0602409638554215
HumanEval/114,2.0,2.25,2.111111111111111
HumanEval/115,1.3106796116504853,3.2857142857142856,1.5470085470085468
HumanEval/116,1.6666666666666665,1.8,1.727272727272727
HumanEval/117,1.8333333333333335,1.6896551724137931,1.7547169811320755
HumanEval/118,3.358974358974359,3.1904761904761907,3.2716049382716053
HumanEval/119,3.0,2.4782608695652173,2.7
HumanEval/120,1.6153846153846154,3.6666666666666665,2.0
HumanEval/121,3.6,3.736842105263158,3.666666666666667
HumanEval/122,2.230769230769231,1.5714285714285714,1.7804878048780488
HumanEval/123,1.9795918367346939,2.6,2.2151898734177218
HumanEval/124,2.428571428571429,2.333333333333333,2.3793103448275863
HumanEval/125,2.2,1.8372093023255816,1.9863013698630139
HumanEval/126,1.2790697674418605,2.333333333333333,1.4615384615384617
HumanEval/127,1.865979381443299,2.6799999999999997,2.142857142857143
HumanEval/128,2.073170731707317,2.571428571428571,2.27536231884058
HumanEval/129,1.0,1.0,1.0
HumanEval/130,2.745454545454545,3.2325581395348837,2.9591836734693873
HumanEval/131,2.466666666666667,2.5172413793103448,2.4915254237288136
HumanEval/132,1.4444444444444444,1.8333333333333335,1.5797101449275361
HumanEval/133,2.333333333333333,2.666666666666667,2.481481481481482
HumanEval/134,1.4363636363636363,3.4,1.7384615384615385
HumanEval/135,4.555555555555555,4.2,4.368421052631579
HumanEval/136,1.4516129032258065,2.931034482758621,1.7320261437908497
HumanEval/137,2.333333333333333,3.2857142857142856,2.6842105263157894
HumanEval/138,1.2439024390243902,3.857142857142857,1.449438202247191
HumanEval/139,2.5,3.1176470588235294,2.75609756097561
HumanEval/140,4.0,1.7058823529411766,2.142857142857143
HumanEval/141,2.032258064516129,2.745454545454545,2.2972972972972974
HumanEval/142,3.857142857142857,3.962962962962963,3.909090909090909
HumanEval/143,1.810810810810811,2.7142857142857144,2.1009174311926606
HumanEval/144,1.631578947368421,3.0,1.96
HumanEval/145,1.56,1.5957446808510638,1.5773195876288661
HumanEval/146,3.608695652173913,2.935483870967742,3.2222222222222223
HumanEval/147,1.4210526315789473,1.6153846153846154,1.5
HumanEval/148,3.8181818181818183,3.9523809523809526,3.883720930232558
HumanEval/149,1.4938271604938271,1.8888888888888888,1.6349206349206349
HumanEval/150,3.6666666666666665,1.7741935483870968,2.2
HumanEval/151,2.185185185185185,2.391304347826087,2.28
HumanEval/152,2.333333333333333,2.666666666666667,2.481481481481482
HumanEval/153,1.8333333333333335,1.8888888888888888,1.8602150537634408
HumanEval/154,2.0434782608695654,3.6666666666666665,2.5
HumanEval/155,2.67741935483871,3.1666666666666665,2.890909090909091
HumanEval/156,1.4736842105263157,1.6545454545454545,1.549618320610687
HumanEval/157,1.7727272727272727,4.238095238095238,2.2477064220183487
HumanEval/158,2.655172413793103,2.263157894736842,2.432835820895522
HumanEval/159,2.5384615384615383,2.5384615384615383,2.5384615384615383
HumanEval/160,1.275,3.2,1.488888888888889
HumanEval/161,1.9090909090909092,2.428571428571429,2.111111111111111
HumanEval/162,3.4,3.0,3.1818181818181817
HumanEval/163,1.489795918367347,3.1818181818181817,1.8
